dataset_id,source_db,accession,dataset_title,url,linked_accessions,linked_publications,publication_title,doi,pmid,pmcid,paper_verified,country,study_design,n_total,n_asd,n_control,n_other,body_site,body_site_raw,assay_type,assay_type_raw,target_region,sequencing_platform,library_layout,intervention_flag,intervention_type,longitudinal_flag,timepoints,biosample_metadata_available,raw_data_public,release_class,notes,release_version,release_status,record_status,publication_link_status,candidate_publication_title,candidate_doi,candidate_pmid,candidate_pmcid,participant_count_scope,article_count_status,article_n_total,article_n_asd,article_n_control,article_n_other,recruited_count_status,recruited_n_total,recruited_n_asd,recruited_n_control,recruited_n_other,public_count_status,public_n_total,public_n_asd,public_n_control,public_n_other,n_mothers,n_siblings,n_donors,n_other_diagnosis,all_human_hosts_n,public_biosample_count,public_run_count,raw_data_granularity,participant_resolved_raw_data,participant_resolution_source,downloadable_asd_control_pair,repeated_sampling,repeated_assay,specimen_type,anatomical_site,assay_layers,archive_library_strategy,archive_metadata_conflict,canonical_dataset_id,dataset_role,participant_overlap,count_as_independent_dataset,count_in_unique_participant_total,unique_asd_contribution,unique_control_contribution,unique_asd_control_contribution,participant_count_basis,mapping_status,correction_issue_ids,curator_evidence
SCR00141,BioProject,PRJNA642975,16s rRNA amplicon sequencing of fecal samples from Chinese children with autism spectrum disorder,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA642975,SRP269299,Cao et al. 2021,Dysbiotic Gut Microbiota and Dysregulation of Cytokine Profile in Children and Teens With Autism Spectrum Disorder,10.3389/fnins.2021.635925,33642989,PMC7902875,yes,China,case_control,86,45,41,,stool,fecal,16S,16S rRNA amplicon sequencing,,Illumina HiSeq 2500,,no,,no,,yes,yes,standard,"BioProject PRJNA642975 directly matches the Frontiers in Neuroscience article by Cao et al. 2021. The BioProject title and description specify 16S rRNA amplicon sequencing of fecal samples from Chinese children with ASD, and the article reports a cohort of 45 ASD subjects and 41 healthy controls aged 2 to 19 years. The full text states that raw data were deposited under PRJNA642975 and that libraries were sequenced as paired-end 2 x 250 bp reads on an Illumina HiSeq apparatus; public RunInfo further resolves the platform as Illumina HiSeq 2500 with AMPLICON strategy and 86 unique biosamples. The article also cautions that healthy-control stool sequencing quality requires further validation, but cohort counts and core assay metadata are explicit.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,86,45,41,,,,,,,,,participant_resolved,yes,biosample,yes,no,no,stool,stool,16S,,,SCR00141,primary,no_overlap_detected_after_biosample_audit,yes,yes,45,41,86,article_and_ena_45_asd_41_control,confirmed_from_article_and_complete_repository,,"The primary article reports 45 ASD and 41 controls, and ENA exposes 86 unique paired HiSeq records matching those group totals."
SCR00143,BioProject,PRJNA644763,Study on the gut microbiota in autism children and their mothers Targeted loci,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA644763,PRJNA644730,Chen et al. 2020,Gut Bacteria Shared by Children and Their Mothers Associate with Developmental Level and Social Deficits in Autism Spectrum Disorder,10.1128/mSphere.01044-20,33268567,PMC7716279,yes,China,case_control,246,76,47,123,stool,fecal,16S,16S rRNA gene V3-V4 region sequencing,,Illumina MiSeq,,no,,no,,yes,yes,standard,"PRJNA644763 is the actual raw-sequence accession explicitly cited in the data-availability statement of Chen et al. 2020. The mSphere article reports 76 ASD children and 47 age- and gender-matched typically developing children, together with the mothers of both groups, yielding 246 fecal samples/participants in the paired design; n_other was used for the 123 mothers. The full text states that the bacterial 16S rRNA V3-V4 regions in fecal samples were sequenced on an Illumina MiSeq platform. Public project mirrors such as CNGBdb/OmicsDI show 246 samples, 246 experiments, and 246 runs for PRJNA644763. linked_accessions was set to PRJNA644730 because that companion BioProject page carries the same study description but no public sequence data. | Use SCR00143 as the canonical raw-sequence record.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,246,76,47,123,,,,,,,,participant_resolved,yes,biosample,yes,no,no,stool,stool,16S,,,SCR00143,primary,complete_with_repository_mirror,yes,yes,76,47,123,release_n_total,confirmed_from_curated_evidence,,SCR00205 explicitly links to PRJNA644763; both records share PMID 33268567 and identical cohort metadata.
SCR00147,BioProject,PRJNA686821,Shotgun metagenomics data from human stool microorganism Raw sequence reads,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA686821,,Wan et al. 2022,Underdevelopment of the gut microbiota and bacteria species as non-invasive markers of prediction in children with autism spectrum disorder,10.1136/gutjnl-2020-324015,34312160,,yes,Hong Kong,case_control,146,72,74,,stool,faecal,metagenome,shotgun metagenomic sequencing,,Illumina NovaSeq 6000,paired,no,,no,,yes,yes,accepted_exception_public_subset_mismatch,"Retained in the dataset atlas as a valid paper-linked public dataset despite an exposure mismatch. Wan et al. 2022 report 146 Chinese children with deep faecal metagenomic sequencing, comprising 72 ASD and 74 typically developing children, and explicitly link the raw data to BioProject PRJNA686821. Repository metadata independently confirm human stool shotgun metagenomics on Illumina NovaSeq 6000 with paired-end WGS libraries. However, the currently exposed public accession contains only 128 runs/BioSamples, and the public sample-name structure resolves into a balanced subset of 64 a-series and 64 t-series samples rather than the full 72/74 article cohort. Therefore, n_asd and n_control were retained from the primary article, while assay, platform, body site, country, and library_layout were confirmed from repository metadata. This row is kept as a dataset-level exception and should be interpreted as a valid linked dataset whose current public release is smaller than the paper cohort. | Retain as a distinct public sequencing release, but do not add its participants again when SCR00189 is used as the expanded cohort representative.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_total_only,128,,,,,,,,,128,128,partial_public_subset,partial,public_subset_without_complete_group_crosswalk,unknown,no,no,stool,stool,metagenome,,,SCR00189,primary_public_subset,contained_prior_cohort_in_expanded_study,yes,no,0,0,0,prior_cohort_not_added_to_expanded_cohort,strong_inference_prior_cohort_reused,RC008,"Wan et al. 2022 report 72 ASD and 74 TD participants, while the public accession exposes 128 records. Wan et al. 2024 explicitly state that extracted and sequenced microbial DNA from the previous study was included in the expanded analysis."
SCR00148,BioProject,PRJNA687773,"Fecal microbiome of children with autism spectrum disorder, their mothers, and healthy children",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA687773,SRP299486,Huang et al. 2021,Microbiome-Specific Statistical Modeling Identifies Interplay Between Gastrointestinal Microbiome and Neurobehavioral Outcomes in Patients With Autism: A Case Control Study,10.3389/fpsyt.2021.682454,34744810,PMC8563626,yes,China,case_control,119,39,44,36,stool,fecal,16S,16S rRNA gene V4-V5 amplicon sequencing,,Illumina MiSeq,paired,no,,no,,yes,yes,standard,"PRJNA687773 is best matched to the microbiome-focused Frontiers in Psychiatry article by Huang et al. 2021, which explicitly cites SRA PRJNA687773 and describes a case-control design with 39 ASD subjects, 36 first-degree relative controls, and 44 age- and sex-matched healthy controls. The full article reports fecal sampling, V4-V5 16S amplicon sequencing using the 515f-y/926r primer pair, and sequencing on an Illumina MiSeq platform with paired-end PE300 chemistry. Importantly, the Methods section clarifies that although siblings were intended for the first-degree family member control group, only mothers were ultimately recruited as these 36 controls because of the paucity of siblings in the study population. This microbiome-primary paper therefore provides a coherent accession-matched total of 119 public participants/samples, and n_other records the 36 mothers. | Keep the 36 first-degree relatives in n_other.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,119,39,44,36,,,,,,,,participant_resolved,yes,biosample,yes,no,no,stool,stool,16S,,,SCR00148,primary,first_degree_relatives_are_distinct_other_group,yes,yes,39,44,83,article_and_ena_39_asd_44_control_36_relatives,confirmed_from_article_and_complete_repository,,"The article and 119 participant-resolved MiSeq records identify 39 ASD cases, 44 unrelated healthy controls, and 36 first-degree relative controls."
SCR00149,BioProject,PRJNA691555,Tongue microbiome associated with autism,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA691555,SRP301431,Abdulhaq et al. 2021,Tongue microbiome in children with autism spectrum disorder,10.1080/20002297.2021.1936434,34211637,PMC8221129,yes,Saudi Arabia,case_control,63,25,38,,oral,tongue scraping,16S,16S rRNA gene V1-V3 sequencing,,Illumina MiSeq,,no,,no,,yes,yes,standard,"The Journal of Oral Microbiology article by Abdulhaq et al. 2021 directly links its archive project ID to PRJNA691555 and reports tongue scraping samples from 25 children with ASD and 38 neurotypical controls. The article abstract specifies 16S rRNA sequencing of the V1-V3 region, and the full article page states that libraries were sequenced on an Illumina MiSeq using v3 2 x 300 bp chemistry. Because the sampling site is tongue scraping rather than stool, body_site_normalized was set to oral. country was recorded as Saudi Arabia from the Jazan University affiliations and recruitment context.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,63,25,38,,,,,,,,,participant_resolved,yes,biosample,yes,no,no,oral_sample,oral,16S,,,SCR00149,primary,no_overlap_detected_after_biosample_audit,yes,yes,25,38,63,article_and_ena_25_asd_38_control,confirmed_from_article_and_complete_repository,,The tongue microbiome article reports 25 ASD and 38 controls. ENA exposes 63 unique paired MiSeq records with concordant sample titles.
SCR00150,BioProject,PRJNA701402,Children with Attention-Deficit Hyperactivity Disorder or Autism spectrum disorder have distinct and shared microbiota compositions,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA701402,SRP305835,Bundgaard-Nielsen et al. 2023,Children and adolescents with attention deficit hyperactivity disorder and autism spectrum disorder share distinct microbiota compositions,10.1080/19490976.2023.2211923,37199526,PMC10197996,yes,Denmark,case_control,95,23,17,55,stool,feces,16S,16S rRNA gene V4 region sequencing,,Illumina MiSeq,,no,,no,,yes,yes,standard,"The Gut Microbes article by Bundgaard-Nielsen et al. 2023 explicitly links PRJNA701402 in its data-availability statement. The study recruited 95 participants in Denmark across multiple groups: ADHD (n=32), ASD (n=12), comorbid ADHD/ASD (n=11), unaffected siblings (n=23 total), and non-related controls (n=17). For ASD-atlas extraction, n_asd was set to 23 to include all participants carrying an ASD diagnosis (12 ASD only plus 11 ADHD/ASD), n_control was set to the 17 non-related controls, and n_other captures the remaining 55 participants (32 ADHD-only cases plus 23 unaffected siblings). The article states that fecal bacterial DNA underwent 16S rRNA V4 sequencing and that reads were generated as 2x300 bp on an Illumina MiSeq platform. | Count the paper's 23 ASD-spectrum cases and 17 unrelated controls at study level. Do not expose run-level diagnostic filters until the 104-to-95 crosswalk is obtained.",v1.1-rc1,release_candidate,included,verified,,,,,article_analyzed_cohort,verified,95,23,17,55,not_curated,,,,,unresolved,,,,,,,,,,1,104,shared_biosample_group_unresolved,partial,article_only_run_crosswalk_missing,unknown,no,no,stool,stool,16S,,,SCR00150,participant_runs_shared_biosample,within_accession_run_count_exceeds_article_cohort,yes,yes,23,17,40,article_23_asd_including_comorbid_17_unrelated_controls,confirmed_article_cohort_public_run_crosswalk_unresolved,RC019,"The article explicitly links PRJNA701402 and reports 95 participants: 32 ADHD, 12 ASD, 11 comorbid ADHD/ASD, 23 unaffected siblings, and 17 unrelated controls. ENA exposes 104 group-unlabelled run aliases on one generic BioSample, so nine archive records remain unexplained."
SCR00158,BioProject,PRJNA744027,China ASD Children gut microbiota 16S sequencing,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA744027,SRP327727,Liu et al. 2023,Fresh Washed Microbiota Transplantation Alters Gut Microbiota Metabolites to Ameliorate Sleeping Disorder Symptom of Autistic Children,10.1007/s12275-023-00069-x,37665552,,yes,China,intervention,38,24,14,,stool,fecal,16S,AMPLICON,,Illumina MiniSeq,PAIRED,yes,fresh washed microbiota transplantation,yes,ASD baseline; WMT1; WMT2; WMT3; WMT4,yes,yes,standard,"Liu et al. 2023 explicitly links PRJNA744027 in Data Availability. NCBI/ENA expose 101 paired-end MiniSeq 16S amplicon runs from stool: 87 records resolve to 24 ASD recipients across baseline and up to four post-WMT groups (24/24/18/13/8), and 14 NO-coded singleton records resolve to the healthy-donor comparator group. Count 24 ASD and 14 healthy donors once; donors are not documented as age-matched TD controls.",v1.1-rc1,release_candidate,included,verified,,,,,unique_asd_recipients_and_healthy_donors,verified,38,24,14,,not_curated,,,,,verified_group_counts,38,24,14,,,,14,,38,101,101,participant_resolved_longitudinal_with_donor_controls,yes,run_alias_article_and_supplement_crosswalk,yes,yes,no,stool,stool,16S,AMPLICON,,SCR00158,primary_longitudinal_intervention_with_donor_controls,within_accession_repeated_asd_samples_no_cross_accession_overlap_detected,yes,yes,24,14,38,24_asd_alias_roots_plus_14_single_donor_aliases,confirmed_article_accession_and_longitudinal_group_crosswalk,RC032,"Liu et al. 2023 (PMID 37665552; DOI 10.1007/s12275-023-00069-x) explicitly cites PRJNA744027 in Data Availability. The archive has 101 runs and 101 BioSamples. Eighty-seven named records collapse to 24 ASD alias roots distributed exactly as ASD baseline/WMT1/WMT2/WMT3/WMT4 = 24/24/18/13/8; 14 distinct NO-coded singleton records form the healthy-donor group shown in the article supplement. No duplicate accession, publication identifier, BioSample link, or same-center ASD BioProject was detected elsewhere in the atlas."
SCR00159,BioProject,PRJNA746094,Multi-omics signature of Autism Spectral Disorder reveals novel microbial macromolecules,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA746094,SRP328135,Osama et al. 2025,Integrative multi-omics analysis of autism spectrum disorder reveals unique microbial macromolecules interactions,10.1016/j.jare.2025.01.036,39870302,PMC12627878,yes,Egypt,case_control,59,30,29,,stool,stool,16S,16S rRNA V3 and V4 sequencing,,Illumina MiSeq,paired,no,,no,,yes,yes,standard,"The primary Journal of Advanced Research article by Osama et al. 2025 explicitly links PRJNA746094 as the 16S rRNA sequencing repository for this multi-omics case-control study. The article recruited 30 children with severe ASD and 30 healthy controls in Egypt and describes stool microbiota profiling by 16S rRNA V3-V4 sequencing on an Illumina MiSeqDx platform. Crucially, the 16S quality-control subsection states that one control sample was excluded because of low paired-read quality, which explains why the public accession currently exposes 59 paired-end Illumina MiSeq runs/BioSamples rather than 60. For atlas purposes, this accession therefore reflects a final analyzed 16S cohort of 30 ASD and 29 control stool samples. Repository library fields remain generically labeled OTHER/PCR/METAGENOMIC, but the article's data-availability statement and methods section directly support normalization of this accession as 16S. | Use 30/29 for the analyzed public dataset and retain 30/30 as recruited.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,verified,59,30,29,,verified,60,30,30,,verified_group_counts,59,30,29,,,,,,,,,participant_resolved,yes,biosample,yes,no,no,stool,stool,16S,,,SCR00159,primary,one_recruited_control_excluded_by_read_qc,yes,yes,30,29,59,ena_30_asd_29_control_after_qc,confirmed_repository_group_counts_after_quality_control,RC033,The article recruited 30 ASD and 30 controls and states that one control was excluded after sequence quality assessment. ENA exposes 59 participant-resolved records: 30 A and 29 C aliases.
SCR00162,BioProject,PRJNA754695,Gut microbiota profile in Autism Spectrum Disorders patients,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA754695,SRP332806,Vernocchi et al. 2022,Gut Microbiota Ecology and Inferred Functions in Children With ASD Compared to Neurotypical Subjects,10.3389/fmicb.2022.871086,35756062,PMC9218677,yes,Italy,case_control,76,41,35,,stool,fecal,16S,16S rRNA amplicon sequencing,,Illumina MiSeq,,no,,no,,yes,yes,standard,"NCBI BioProject PRJNA754695 directly describes bacterial 16S rRNA metagenomic analysis of fecal samples on the Illumina MiSeq platform for ASD children. The linked PubMed article is not exposed through NCBI bioproject-to-pubmed elink in this session, so publication linkage was made through the primary article data-availability statement explicitly naming PRJNA754695. Counts, country, and case-control design were taken from the primary Frontiers article: 41 ASD children and 35 neurotypical controls recruited in Rome, Italy. | Exclude from downloadable paired ASD/control dataset counts until a verified companion control accession is found.",v1.1-rc1,release_candidate,included_partial_public,verified,,,,,public_participant_resolved_records_only,verified,76,41,35,,not_curated,,,,,verified_group_counts,41,41,0,,,,,,,41,41,partial_public_subset,partial,biosample_or_run_alias,no,no,no,stool,stool,16S,,,SCR00162,primary_public_subset,article_case_control_public_asd_only,yes,partial,41,0,41,ena_41_asd_biosamples_no_public_controls,confirmed_public_asd_only_subset,RC007,"The article reports 41 ASD and 35 controls, but ENA exposes only 41 participant-resolved ASD BioSamples and no control records."
SCR00163,BioProject,PRJNA758217,the effect and mechanism of fecal bacteria transplantation on Autistic Spectrum Disorder,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA758217,,Li et al. 2021,Fecal Microbiota Transplantation Relieves Gastrointestinal and Autism Symptoms by Improving the Gut Microbiota in an Open-Label Study,10.3389/fcimb.2021.759435,34737978,PMC8560686,yes,China,intervention,56,40,16,,gut,gut,16S,16S rRNA sequencing,,Illumina MiSeq,,yes,fecal microbiota transplantation,yes,pre-FMT; post-FMT,yes,yes,standard,"NCBI BioProject PRJNA758217 directly describes a clinical trial with 16S rRNA sequencing evaluating FMT effects in children with ASD. Publication linkage was made through the matched primary Frontiers article and exact title/accession concordance because NCBI bioproject-to-pubmed elink is empty. The article reports an open-label intervention study with 40 ASD children and 16 age- and sex-matched TD controls in Chongqing, China. Repository run metadata confirm AMPLICON sequencing on Illumina MiSeq and repeatedly label the design as gut 16S; however run aliases contain oral_week0 strings that likely indicate the oral FMT administration subgroup rather than the biospecimen itself. Because the accessible repository metadata explicitly say human-gut but do not explicitly say stool/feces at sample level, body_site_normalized was conservatively set to gut rather than stool.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,56,40,16,,,,,,,,,participant_resolved,yes,biosample,yes,yes,no,gastrointestinal_sample_unspecified,gut,16S,,,SCR00163,primary,no_overlap_detected,yes,yes,40,16,56,participants_not_pre_post_fmt_samples,verified_participant_level_longitudinal_count,,The cohort contains 40 ASD and 16 controls; pre- and post-FMT samples from the ASD group are repeated observations.
SCR00165,BioProject,PRJNA769228,Gut microbial profile is associated with the severity of social impairment and IQ performance in children with autism spectrum disorders,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA769228,SRP340323,Chen et al. 2021,Gut Microbial Profile Is Associated With the Severity of Social Impairment and IQ Performance in Children With Autism Spectrum Disorder,10.3389/fpsyt.2021.789864,34975585,PMC8718873,yes,China,case_control,261,138,60,63,stool,faecal,16S,16S rRNA gene V3-V4 amplicon sequencing,V3-V4,Illumina MiSeq,,no,,no,,yes,yes,standard,"PRJNA769228 is a mixed cohort study with three groups: 138 ASD, 63 developmental delay or intellectual disability (DD/ID), and 60 typically developing (TD) children from the Shanghai Xinhua Registry. n_control was restricted to the explicit TD comparator, and n_other captures the DD/ID group. The primary article and BioProject repository are directly linked by the article data-availability statement naming PRJNA769228. Article methods describe stool/fecal sampling and V3-V4 16S rRNA sequencing. The article text mentions sequencing on Illumina MiSeq and Ion PGM, but the public SRA runs for PRJNA769228 are consistently labeled AMPLICON on Illumina MiSeq with 2x300 bp reads, so sequencing_platform was normalized to Illumina MiSeq using repository metadata. | Keep the 63 DD/ID participants in n_other.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,261,138,60,63,,,,,,,,participant_resolved,yes,biosample,yes,no,no,stool,stool,16S,,,SCR00165,primary,developmental_disability_is_distinct_other_group,yes,yes,138,60,198,article_and_ena_138_asd_60_td_63_dd,confirmed_from_article_and_complete_repository,,"The article and 261 participant-resolved MiSeq records identify 138 ASD, 60 typically developing controls, and 63 developmental delay or intellectual disability participants."
SCR00166,BioProject,PRJNA782533,Metagenomic study of the gut microbiome associated with autism spectrum disorders and their potential change after Microbiota Transfer Therapy,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA782533,,Nirmalkar et al. 2022,Shotgun Metagenomics Study Suggests Alteration in Sulfur Metabolism and Oxidative Stress in Children with Autism and Improvement after Microbiota Transfer Therapy,10.3390/ijms232113481,36362265,PMC9654974,yes,United States,intervention,45,18,20,7,stool,feces,metagenome,shotgun metagenomics,,Illumina NextSeq 500,paired,yes,microbiota transfer therapy,yes,baseline; 10 weeks; 2-year follow-up,yes,yes,standard,"The matched primary article explicitly states that PRJNA782533 contains shotgun metagenomic sequencing from the phase-1 open-label microbiota transfer therapy (MTT) study. Participant-level baseline comparator counts are 18 ASD and 20 typically developing controls; the accession additionally includes repeated ASD timepoints (10-week and 2-year follow-up) and donor cohorts (major donor n=5, maintenance donor n=2), recorded here as n_other=7 and reflected in n_total=45 unique human subjects. Repository metadata confirm WGS metagenomic libraries from human feces/feces metagenome on Illumina NextSeq 500. Country was normalized to United States from Arizona State University and sample geo_loc_name=USA:Ariozna in SRA metadata. | Count as an independent shotgun dataset, but add zero new ASD/control participants beyond SCR00122.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,45,18,20,7,,,,,,,,participant_resolved,yes,biosample,yes,no,no,stool,stool,metagenome,,,SCR00166,same_cohort_distinct_modality,complete_asd_control_overlap,yes,no,0,0,0,same_asd_control_cohort_not_recounted,confirmed_from_article_and_biosample_metadata,,The Nirmalkar 2022 article states that shotgun sequencing used the same samples previously profiled by 16S in the phase-1 MTT study. PRJNA782533 contains the same 18 ASD and 20 neurotypical participants and the same five initial plus two maintenance donor identifiers.
SCR00170,BioProject,PRJNA813424,"microbiome, mycobiome and sncRNAs of children with autism spectrum disorders",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA813424,,Chiappori et al. 2022,Analysis of Faecal Microbiota and Small ncRNAs in Autism: Detection of miRNAs and piRNAs with Possible Implications in Host-Gut Microbiota Cross-Talk,10.3390/nu14071340,35405953,PMC9000903,yes,Italy,case_control,12,6,6,,stool,faeces,16S,16S and 18S amplicon sequencing; small RNA sequencing also performed in the study,V3-V4,Illumina MiSeq,paired,no,,no,,yes,yes,standard,"The primary Nutrients article and the public PRJNA813424 accession describe the same Italian case-control multi-omics cohort of 6 ASD and 6 neurotypical controls. For ASD-atlas extraction, the bacterial layer was normalized as 16S because the accession contains explicit paired-end amplicon runs for the 16S V3-V4 and 18S NS1-NS2 targets (sample names ending in V16 and V18) derived from stool/feces samples. The article methods state that 16S and 18S amplicons were sequenced on an Illumina MiSeq Flow Cell V3 with 2x300 bp chemistry, while small RNA libraries were sequenced separately on NextSeq 500 with 1x75 bp. Although the deposited SRA instrument_model field for the amplicon runs reports NextSeq 500, the public run-level statistics show paired reads of approximately 301 bp, which is consistent with MiSeq V3 amplicon sequencing and inconsistent with the small-RNA NextSeq configuration described in the paper. Sequencing_platform was therefore normalized to Illumina MiSeq and the repository instrument label is treated as a likely metadata error.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,12,6,6,,,,,,,,,participant_resolved,yes,biosample,yes,no,no,stool,stool,16S,,,SCR00170,primary,no_overlap_detected,yes,yes,6,6,12,distinct_article_and_repository_cohort,verified_false_positive_signature_match,,"The 6/6 signature matches SCR00172 only numerically. SCR00170 is a 2022 Italian multi-omics cohort; SCR00172 is a 2016 Japanese infant cohort with a different PMID, DOI, institution, and recruitment."
SCR00172,BioProject,PRJNA815491,A preliminary investigation on the relationship between gut microbiota and gene expressions in peripheral mononuclear cells of infants with autism spectrum disorders,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA815491,,Inoue et al. 2016,A preliminary investigation on the relationship between gut microbiota and gene expressions in peripheral mononuclear cells of infants with autism spectrum disorders,10.1080/09168451.2016.1222267,27581276,,yes,Japan,case_control,12,6,6,,stool,fecal,16S,16S rRNA gene V3-V4 amplicon sequencing,V3-V4,Illumina MiSeq,paired,no,,no,,yes,yes,standard,"The BioProject page for PRJNA815491 directly links to PubMed 27581276. The original article reports six infants with ASD and six healthy infants aged 3 to 5 years living in similar geographic regions in Japan. Public SRA run XML confirms paired-end AMPLICON sequencing of the V3-V4 region of the 16S rRNA gene on Illumina MiSeq, with run aliases explicitly labeling infant-asd samples and sample titles describing infant feces. Because the article is older and not openly mirrored in PMC within this session, country and counts were taken from the primary article metadata/snippet and repository link-outs, while assay/platform/body-site were confirmed from the original SRA repository pages.",v1.1-rc1,release_candidate,included,verified,,,,,primary_asd_control_groups_only,not_curated,,,,,not_curated,,,,,verified_group_counts,12,6,6,,,,,,,,,participant_resolved,yes,biosample,yes,no,no,stool,stool,16S,,,SCR00172,primary,no_overlap_detected,yes,yes,6,6,12,distinct_article_and_repository_cohort,verified_false_positive_signature_match,,"The 6/6 signature matches SCR00170 only numerically. SCR00172 is a 2016 Japanese infant cohort, distinct from the 2022 Italian multi-omics cohort by publication, institution, and recruitment."
SCR00180,BioProject,PRJNA895487,Multi-omic gut microbiomes of autistic children and their typically developing siblings,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA895487,SRP405691,Tataru et al. 2023,Topic modeling for multi-omic integration in the human gut microbiome and implications for Autism,10.1038/s41598-023-38228-0,37443184,PMC10345091,yes,United States,case_control,196,98,98,,stool,stool,multi_omic,16S rRNA amplicon sequencing; shotgun metagenomic sequencing; shotgun metatranscriptomic sequencing; untargeted metabolomics,V4,Illumina MiSeq; Illumina NextSeq 500; Illumina HiSeq 4000,paired,no,,no,,yes,yes,accepted_exception_aggregated_multiomic_dataset,"Retained in the dataset atlas as an aggregated multi-omic public dataset accession rather than a single-assay study row. NCBI BioProject PRJNA895487 contains 16S amplicon, shotgun metagenomic, shotgun metatranscriptomic, and untargeted metabolomic stool data from autistic children and their typically developing siblings. Public SRA currently exposes 883 paired-end runs across 483 unique SampleName values, including 503 amplicon MiSeq runs, 194 WGS NextSeq 500 runs, and 186 metatranscriptomic HiSeq 4000 runs. The BioProject XML links multiple related publications; the current linked_publications, doi, and pmid fields remain anchored to Tataru et al. 2023 because that paper explicitly deposits data under PRJNA895487 and reports an overall sibling cohort of 196 children, comprising 98 ASD and 98 typically developing siblings, although only 81 stool samples received all four omic measurements. Therefore the current counts are retained as representative paper-level cohort counts, not as a summary of the full accession or of any single modality. This row is kept as a dataset-level exception for the atlas. | Retain as requested, count 98/98 once, and display modality-specific sample/run counts instead of treating it as a simple 16S dataset.",v1.1-rc1,release_candidate,included,verified,,,,,article_family_cohort,verified,196,98,98,,not_curated,,,,,verified_group_counts,196,98,98,,,,,,,483,883,longitudinal_multiomic,partial,biosample_and_article_multiomic_mapping,no,yes,yes,stool,stool,16S; shotgun_metagenome; metatranscriptome; metabolomics,,,SCR00180,aggregated_longitudinal_multiomic,within_accession_repeated_samples_and_omics,yes,yes,98,98,196,article_98_asd_98_td_siblings,confirmed_participant_cohort_multiomic_archive_structure,RC034,"The article describes 196 children in 98 sibling pairs: one ASD and one typically developing child per family. PRJNA895487 currently contains 483 BioSamples and 883 runs across 16S, metagenome, metatranscriptome, and repeated stool collections; these archive counts are not additional participants."
