dataset_id,source_db,accession,dataset_title,url,linked_accessions,linked_publications,publication_title,doi,pmid,paper_verified,publication_link_status,country,study_design,n_total,n_asd,n_control,n_other,participant_count_scope,public_count_status,public_n_total,public_n_asd,public_n_control,body_site,specimen_type,anatomical_site,assay_type,assay_layers,sequencing_platform,raw_data_public,raw_data_granularity,participant_resolved_raw_data,downloadable_asd_control_pair,record_status,release_class,canonical_dataset_id,dataset_role,count_as_independent_dataset,count_in_unique_participant_total,unique_asd_contribution,unique_control_contribution,mapping_status,correction_issue_ids,notes,release_version,release_status
SCR00149,BioProject,PRJNA691555,Tongue microbiome associated with autism,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA691555,SRP301431,Abdulhaq et al. 2021,Tongue microbiome in children with autism spectrum disorder,10.1080/20002297.2021.1936434,34211637,yes,verified,Saudi Arabia,case_control,63,25,38,,primary_asd_control_groups_only,verified_group_counts,63,25,38,oral,oral_sample,oral,16S,16S,Illumina MiSeq,yes,participant_resolved,yes,yes,included,standard,SCR00149,primary,yes,yes,25,38,confirmed_from_article_and_complete_repository,,"The Journal of Oral Microbiology article by Abdulhaq et al. 2021 directly links its archive project ID to PRJNA691555 and reports tongue scraping samples from 25 children with ASD and 38 neurotypical controls. The article abstract specifies 16S rRNA sequencing of the V1-V3 region, and the full article page states that libraries were sequenced on an Illumina MiSeq using v3 2 x 300 bp chemistry. Because the sampling site is tongue scraping rather than stool, body_site_normalized was set to oral. country was recorded as Saudi Arabia from the Jazan University affiliations and recruitment context.",v1.1-rc1,release_candidate
SCR00150,BioProject,PRJNA701402,Children with Attention-Deficit Hyperactivity Disorder or Autism spectrum disorder have distinct and shared microbiota compositions,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA701402,SRP305835,Bundgaard-Nielsen et al. 2023,Children and adolescents with attention deficit hyperactivity disorder and autism spectrum disorder share distinct microbiota compositions,10.1080/19490976.2023.2211923,37199526,yes,verified,Denmark,case_control,95,23,17,55,article_analyzed_cohort,unresolved,,,,stool,stool,stool,16S,16S,Illumina MiSeq,yes,shared_biosample_group_unresolved,partial,unknown,included,standard,SCR00150,participant_runs_shared_biosample,yes,yes,23,17,confirmed_article_cohort_public_run_crosswalk_unresolved,RC019,"The Gut Microbes article by Bundgaard-Nielsen et al. 2023 explicitly links PRJNA701402 in its data-availability statement. The study recruited 95 participants in Denmark across multiple groups: ADHD (n=32), ASD (n=12), comorbid ADHD/ASD (n=11), unaffected siblings (n=23 total), and non-related controls (n=17). For ASD-atlas extraction, n_asd was set to 23 to include all participants carrying an ASD diagnosis (12 ASD only plus 11 ADHD/ASD), n_control was set to the 17 non-related controls, and n_other captures the remaining 55 participants (32 ADHD-only cases plus 23 unaffected siblings). The article states that fecal bacterial DNA underwent 16S rRNA V4 sequencing and that reads were generated as 2x300 bp on an Illumina MiSeq platform. | Count the paper's 23 ASD-spectrum cases and 17 unrelated controls at study level. Do not expose run-level diagnostic filters until the 104-to-95 crosswalk is obtained.",v1.1-rc1,release_candidate
SCR00158,BioProject,PRJNA744027,China ASD Children gut microbiota 16S sequencing,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA744027,SRP327727,Liu et al. 2023,Fresh Washed Microbiota Transplantation Alters Gut Microbiota Metabolites to Ameliorate Sleeping Disorder Symptom of Autistic Children,10.1007/s12275-023-00069-x,37665552,yes,verified,China,intervention,38,24,14,,unique_asd_recipients_and_healthy_donors,verified_group_counts,38,24,14,stool,stool,stool,16S,16S,Illumina MiniSeq,yes,participant_resolved_longitudinal_with_donor_controls,yes,yes,included,standard,SCR00158,primary_longitudinal_intervention_with_donor_controls,yes,yes,24,14,confirmed_article_accession_and_longitudinal_group_crosswalk,RC032,"Liu et al. 2023 explicitly links PRJNA744027 in Data Availability. NCBI/ENA expose 101 paired-end MiniSeq 16S amplicon runs from stool: 87 records resolve to 24 ASD recipients across baseline and up to four post-WMT groups (24/24/18/13/8), and 14 NO-coded singleton records resolve to the healthy-donor comparator group. Count 24 ASD and 14 healthy donors once; donors are not documented as age-matched TD controls.",v1.1-rc1,release_candidate
SCR00159,BioProject,PRJNA746094,Multi-omics signature of Autism Spectral Disorder reveals novel microbial macromolecules,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA746094,SRP328135,Osama et al. 2025,Integrative multi-omics analysis of autism spectrum disorder reveals unique microbial macromolecules interactions,10.1016/j.jare.2025.01.036,39870302,yes,verified,Egypt,case_control,59,30,29,,primary_asd_control_groups_only,verified_group_counts,59,30,29,stool,stool,stool,16S,16S,Illumina MiSeq,yes,participant_resolved,yes,yes,included,standard,SCR00159,primary,yes,yes,30,29,confirmed_repository_group_counts_after_quality_control,RC033,"The primary Journal of Advanced Research article by Osama et al. 2025 explicitly links PRJNA746094 as the 16S rRNA sequencing repository for this multi-omics case-control study. The article recruited 30 children with severe ASD and 30 healthy controls in Egypt and describes stool microbiota profiling by 16S rRNA V3-V4 sequencing on an Illumina MiSeqDx platform. Crucially, the 16S quality-control subsection states that one control sample was excluded because of low paired-read quality, which explains why the public accession currently exposes 59 paired-end Illumina MiSeq runs/BioSamples rather than 60. For atlas purposes, this accession therefore reflects a final analyzed 16S cohort of 30 ASD and 29 control stool samples. Repository library fields remain generically labeled OTHER/PCR/METAGENOMIC, but the article's data-availability statement and methods section directly support normalization of this accession as 16S. | Use 30/29 for the analyzed public dataset and retain 30/30 as recruited.",v1.1-rc1,release_candidate
SCR00162,BioProject,PRJNA754695,Gut microbiota profile in Autism Spectrum Disorders patients,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA754695,SRP332806,Vernocchi et al. 2022,Gut Microbiota Ecology and Inferred Functions in Children With ASD Compared to Neurotypical Subjects,10.3389/fmicb.2022.871086,35756062,yes,verified,Italy,case_control,76,41,35,,public_participant_resolved_records_only,verified_group_counts,41,41,0,stool,stool,stool,16S,16S,Illumina MiSeq,yes,partial_public_subset,partial,no,included_partial_public,standard,SCR00162,primary_public_subset,yes,partial,41,0,confirmed_public_asd_only_subset,RC007,"NCBI BioProject PRJNA754695 directly describes bacterial 16S rRNA metagenomic analysis of fecal samples on the Illumina MiSeq platform for ASD children. The linked PubMed article is not exposed through NCBI bioproject-to-pubmed elink in this session, so publication linkage was made through the primary article data-availability statement explicitly naming PRJNA754695. Counts, country, and case-control design were taken from the primary Frontiers article: 41 ASD children and 35 neurotypical controls recruited in Rome, Italy. | Exclude from downloadable paired ASD/control dataset counts until a verified companion control accession is found.",v1.1-rc1,release_candidate
SCR00163,BioProject,PRJNA758217,the effect and mechanism of fecal bacteria transplantation on Autistic Spectrum Disorder,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA758217,,Li et al. 2021,Fecal Microbiota Transplantation Relieves Gastrointestinal and Autism Symptoms by Improving the Gut Microbiota in an Open-Label Study,10.3389/fcimb.2021.759435,34737978,yes,verified,China,intervention,56,40,16,,primary_asd_control_groups_only,verified_group_counts,56,40,16,gut,gastrointestinal_sample_unspecified,gut,16S,16S,Illumina MiSeq,yes,participant_resolved,yes,yes,included,standard,SCR00163,primary,yes,yes,40,16,verified_participant_level_longitudinal_count,,"NCBI BioProject PRJNA758217 directly describes a clinical trial with 16S rRNA sequencing evaluating FMT effects in children with ASD. Publication linkage was made through the matched primary Frontiers article and exact title/accession concordance because NCBI bioproject-to-pubmed elink is empty. The article reports an open-label intervention study with 40 ASD children and 16 age- and sex-matched TD controls in Chongqing, China. Repository run metadata confirm AMPLICON sequencing on Illumina MiSeq and repeatedly label the design as gut 16S; however run aliases contain oral_week0 strings that likely indicate the oral FMT administration subgroup rather than the biospecimen itself. Because the accessible repository metadata explicitly say human-gut but do not explicitly say stool/feces at sample level, body_site_normalized was conservatively set to gut rather than stool.",v1.1-rc1,release_candidate
SCR00165,BioProject,PRJNA769228,Gut microbial profile is associated with the severity of social impairment and IQ performance in children with autism spectrum disorders,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA769228,SRP340323,Chen et al. 2021,Gut Microbial Profile Is Associated With the Severity of Social Impairment and IQ Performance in Children With Autism Spectrum Disorder,10.3389/fpsyt.2021.789864,34975585,yes,verified,China,case_control,261,138,60,63,primary_asd_control_groups_only,verified_group_counts,261,138,60,stool,stool,stool,16S,16S,Illumina MiSeq,yes,participant_resolved,yes,yes,included,standard,SCR00165,primary,yes,yes,138,60,confirmed_from_article_and_complete_repository,,"PRJNA769228 is a mixed cohort study with three groups: 138 ASD, 63 developmental delay or intellectual disability (DD/ID), and 60 typically developing (TD) children from the Shanghai Xinhua Registry. n_control was restricted to the explicit TD comparator, and n_other captures the DD/ID group. The primary article and BioProject repository are directly linked by the article data-availability statement naming PRJNA769228. Article methods describe stool/fecal sampling and V3-V4 16S rRNA sequencing. The article text mentions sequencing on Illumina MiSeq and Ion PGM, but the public SRA runs for PRJNA769228 are consistently labeled AMPLICON on Illumina MiSeq with 2x300 bp reads, so sequencing_platform was normalized to Illumina MiSeq using repository metadata. | Keep the 63 DD/ID participants in n_other.",v1.1-rc1,release_candidate
SCR00166,BioProject,PRJNA782533,Metagenomic study of the gut microbiome associated with autism spectrum disorders and their potential change after Microbiota Transfer Therapy,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA782533,,Nirmalkar et al. 2022,Shotgun Metagenomics Study Suggests Alteration in Sulfur Metabolism and Oxidative Stress in Children with Autism and Improvement after Microbiota Transfer Therapy,10.3390/ijms232113481,36362265,yes,verified,United States,intervention,45,18,20,7,primary_asd_control_groups_only,verified_group_counts,45,18,20,stool,stool,stool,metagenome,metagenome,Illumina NextSeq 500,yes,participant_resolved,yes,yes,included,standard,SCR00166,same_cohort_distinct_modality,yes,no,0,0,confirmed_from_article_and_biosample_metadata,,"The matched primary article explicitly states that PRJNA782533 contains shotgun metagenomic sequencing from the phase-1 open-label microbiota transfer therapy (MTT) study. Participant-level baseline comparator counts are 18 ASD and 20 typically developing controls; the accession additionally includes repeated ASD timepoints (10-week and 2-year follow-up) and donor cohorts (major donor n=5, maintenance donor n=2), recorded here as n_other=7 and reflected in n_total=45 unique human subjects. Repository metadata confirm WGS metagenomic libraries from human feces/feces metagenome on Illumina NextSeq 500. Country was normalized to United States from Arizona State University and sample geo_loc_name=USA:Ariozna in SRA metadata. | Count as an independent shotgun dataset, but add zero new ASD/control participants beyond SCR00122.",v1.1-rc1,release_candidate
SCR00170,BioProject,PRJNA813424,"microbiome, mycobiome and sncRNAs of children with autism spectrum disorders",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA813424,,Chiappori et al. 2022,Analysis of Faecal Microbiota and Small ncRNAs in Autism: Detection of miRNAs and piRNAs with Possible Implications in Host-Gut Microbiota Cross-Talk,10.3390/nu14071340,35405953,yes,verified,Italy,case_control,12,6,6,,primary_asd_control_groups_only,verified_group_counts,12,6,6,stool,stool,stool,16S,16S,Illumina MiSeq,yes,participant_resolved,yes,yes,included,standard,SCR00170,primary,yes,yes,6,6,verified_false_positive_signature_match,,"The primary Nutrients article and the public PRJNA813424 accession describe the same Italian case-control multi-omics cohort of 6 ASD and 6 neurotypical controls. For ASD-atlas extraction, the bacterial layer was normalized as 16S because the accession contains explicit paired-end amplicon runs for the 16S V3-V4 and 18S NS1-NS2 targets (sample names ending in V16 and V18) derived from stool/feces samples. The article methods state that 16S and 18S amplicons were sequenced on an Illumina MiSeq Flow Cell V3 with 2x300 bp chemistry, while small RNA libraries were sequenced separately on NextSeq 500 with 1x75 bp. Although the deposited SRA instrument_model field for the amplicon runs reports NextSeq 500, the public run-level statistics show paired reads of approximately 301 bp, which is consistent with MiSeq V3 amplicon sequencing and inconsistent with the small-RNA NextSeq configuration described in the paper. Sequencing_platform was therefore normalized to Illumina MiSeq and the repository instrument label is treated as a likely metadata error.",v1.1-rc1,release_candidate
SCR00172,BioProject,PRJNA815491,A preliminary investigation on the relationship between gut microbiota and gene expressions in peripheral mononuclear cells of infants with autism spectrum disorders,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA815491,,Inoue et al. 2016,A preliminary investigation on the relationship between gut microbiota and gene expressions in peripheral mononuclear cells of infants with autism spectrum disorders,10.1080/09168451.2016.1222267,27581276,yes,verified,Japan,case_control,12,6,6,,primary_asd_control_groups_only,verified_group_counts,12,6,6,stool,stool,stool,16S,16S,Illumina MiSeq,yes,participant_resolved,yes,yes,included,standard,SCR00172,primary,yes,yes,6,6,verified_false_positive_signature_match,,"The BioProject page for PRJNA815491 directly links to PubMed 27581276. The original article reports six infants with ASD and six healthy infants aged 3 to 5 years living in similar geographic regions in Japan. Public SRA run XML confirms paired-end AMPLICON sequencing of the V3-V4 region of the 16S rRNA gene on Illumina MiSeq, with run aliases explicitly labeling infant-asd samples and sample titles describing infant feces. Because the article is older and not openly mirrored in PMC within this session, country and counts were taken from the primary article metadata/snippet and repository link-outs, while assay/platform/body-site were confirmed from the original SRA repository pages.",v1.1-rc1,release_candidate
SCR00180,BioProject,PRJNA895487,Multi-omic gut microbiomes of autistic children and their typically developing siblings,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA895487,SRP405691,Tataru et al. 2023,Topic modeling for multi-omic integration in the human gut microbiome and implications for Autism,10.1038/s41598-023-38228-0,37443184,yes,verified,United States,case_control,196,98,98,,article_family_cohort,verified_group_counts,196,98,98,stool,stool,stool,multi_omic,16S; shotgun_metagenome; metatranscriptome; metabolomics,Illumina MiSeq; Illumina NextSeq 500; Illumina HiSeq 4000,yes,longitudinal_multiomic,partial,no,included,accepted_exception_aggregated_multiomic_dataset,SCR00180,aggregated_longitudinal_multiomic,yes,yes,98,98,confirmed_participant_cohort_multiomic_archive_structure,RC034,"Retained in the dataset atlas as an aggregated multi-omic public dataset accession rather than a single-assay study row. NCBI BioProject PRJNA895487 contains 16S amplicon, shotgun metagenomic, shotgun metatranscriptomic, and untargeted metabolomic stool data from autistic children and their typically developing siblings. Public SRA currently exposes 883 paired-end runs across 483 unique SampleName values, including 503 amplicon MiSeq runs, 194 WGS NextSeq 500 runs, and 186 metatranscriptomic HiSeq 4000 runs. The BioProject XML links multiple related publications; the current linked_publications, doi, and pmid fields remain anchored to Tataru et al. 2023 because that paper explicitly deposits data under PRJNA895487 and reports an overall sibling cohort of 196 children, comprising 98 ASD and 98 typically developing siblings, although only 81 stool samples received all four omic measurements. Therefore the current counts are retained as representative paper-level cohort counts, not as a summary of the full accession or of any single modality. This row is kept as a dataset-level exception for the atlas. | Retain as requested, count 98/98 once, and display modality-specific sample/run counts instead of treating it as a simple 16S dataset.",v1.1-rc1,release_candidate
SCR00184,BioProject,PRJNA928241,Gut microbiome of autism spectrum disorder's patients in Thailand,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA928241,SRP423338,Bhusri et al. 2025,Characterization of gut microbiota on gender and age groups bias in Thai patients with autism spectrum disorder,10.1038/s41598-025-86740-2,39833480,yes,verified,Thailand,case_control,95,62,33,,primary_asd_control_groups_only,verified_group_counts,95,62,33,stool,stool,stool,16S,16S,Illumina NovaSeq 6000,yes,participant_resolved,yes,yes,included,standard,SCR00184,primary,yes,yes,62,33,confirmed_from_article_and_complete_repository,,"A directly matching Scientific Reports article was verified for PRJNA928241: Bhusri et al. 2025 (doi 10.1038/s41598-025-86740-2; PMID 39833480; PMCID PMC11747245). The article abstract reports 65 ASD and 30 NT individuals, but the full Methods section states that the 2019 Thai cohort comprised 62 ASD participants and 33 neurotypical siblings, for a total of 95 participants recruited at Yuwaprasart Waithayopathum Child and Adolescent Psychiatric Hospital. Public repository metadata independently support the Methods-level counts: the accession contains 95 SRA experiments and 95 BioSamples, and the sample-level metadata used in extraction resolve to 62 ASD and 33 neurotypical controls. The later author-correction notice (doi 10.1038/s41598-025-98923-y; PMID 40312492; PMCID PMC12046046) addresses equal-contribution authorship only and does not modify the cohort counts. Country and stool body-site were confirmed from public sample metadata. Run-level SRA metadata confirm paired-end 16S V4 amplicon sequencing with deposited platform Illumina NovaSeq 6000 and read lengths of approximately 251 bp, while the design description mentions MiSeq Reagent Kit V2. For atlas extraction, the participant counts were therefore fixed to the concordant Methods/repository values of 62 ASD and 33 controls.",v1.1-rc1,release_candidate
SCR00185,BioProject,PRJNA932561,autistic children Raw sequence reads,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA932561,,He et al. 2023,Altered Gut Microbiota and Short-chain Fatty Acids in Chinese Children with Constipated Autism Spectrum Disorder,10.1038/s41598-023-46566-2,37925571,yes,verified,China,case_control,80,40,40,,primary_asd_control_groups_only,verified_group_counts,80,40,40,stool,stool,stool,16S,16S,Illumina MiniSeq,yes,participant_resolved,yes,yes,included,standard,SCR00185,primary,yes,yes,40,40,verified_false_positive_signature_match,,"Primary article and PubMed directly confirm He et al. 2023 (doi 10.1038/s41598-023-46566-2; PMID 37925571; PMCID PMC10625580) for PRJNA932561. The study reports a Chinese case-control fecal 16S dataset with 40 ASD and 40 typically developing children. Public repository metadata independently support 80 public paired-end V4 16S runs on Illumina MiniSeq with sample aliases C-ASD-1 to C-ASD-40 and TD-1 to TD-40. body_site_raw and sample_type_raw were updated from the article wording faecal samples, and body_site_normalized was therefore set to stool.",v1.1-rc1,release_candidate
SCR00189,BioProject,PRJNA943687,Faecal metagenome of children with autism spectrum disorder and children that are neurotypical,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA943687,,Wan et al. 2024,Fecal microbial marker panel for aiding diagnosis of autism spectrum disorders,10.1080/19490976.2024.2418984,39468837,yes,verified,Hong Kong,case_control,598,264,334,,primary_asd_control_groups_only,rolling_accession_not_fixed,,,,stool,stool,stool,metagenome,metagenome,Illumina NovaSeq 6000,yes,rolling_repository,partial,yes,included,standard,SCR00189,expanded_primary_rolling_accession,yes,yes,264,334,strong_inference_expanded_cohort_reuses_prior_study,RC008,"The Gut Microbes article by Wan et al. 2024 directly states that the metagenomic sequencing data generated in this study were deposited under BioProject PRJNA943687. Full text was used for participant counts because the PubMed abstract is internally inconsistent: the abstract reports n=598 with ASD vs TD = 273 vs 325, whereas the article results and Table 1 report 264 ASD and 334 unrelated TD children total, split into a discovery cohort of 129 ASD and 144 TD and a validation cohort of 135 ASD and 190 TD. Country was taken from the article methods, which describe recruitment from Prince of Wales Hospital, Alice Ho Miu Ling Nethersole Hospital, and community controls in Hong Kong. Repository metadata support a fecal WGS dataset on Illumina NovaSeq 6000 with paired-end layout. The public BioProject has since expanded into a rolling resource with 2089 runs, 2089 BioSamples, and 2089 unique SampleName values under at least two major release waves, so the current accession no longer corresponds one-to-one to the Wan et al. 2024 cohort. This row is therefore treated as a reviewed paper-anchored cohort record for Wan et al. 2024 rather than a summary of the full current accession. | Use the 598-child Wan 2024 cohort once. Do not interpret current PRJNA943687 run counts as the paper cohort size.",v1.1-rc1,release_candidate
SCR00191,BioProject,PRJNA953169,Gur microbiota and metabolomics in child with autism spectrum disorder,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA953169,SRP431487,Wang et al. 2023,Gut microbiota signature in children with autism spectrum disorder who suffered from chronic gastrointestinal symptoms,10.1186/s12887-023-04292-8,37730588,yes,verified,China,case_control,83,42,41,,primary_asd_control_groups_only,verified_group_counts,83,42,41,stool,stool,stool,16S,16S,Illumina MiniSeq,yes,participant_resolved,yes,yes,included,standard,SCR00191,primary,yes,yes,42,41,confirmed_from_article_and_complete_repository,,"The BioProject title for PRJNA953169 contains a typographical error (""Gur microbiota and metabolomics in child with autism spectrum disorder""), but the public project description, article text, and data-availability statement all point to the same 16S fecal ASD cohort from Xiamen. Counts were taken from the primary BMC Pediatrics article and match repository metadata exactly: 42 ASD samples and 41 controls, totaling 83 public BioSamples/runs. Country was supported by both the article affiliations and ENA sample XML records, which consistently list China:Xiamen. Body site was normalized to stool from the article text reporting fecal samples; ENA sample metadata classify the samples under the human-gut MIMARKS package. Sequencing platform was taken from SRA RunInfo, which shows 83 paired-end AMPLICON runs on Illumina MiniSeq.",v1.1-rc1,release_candidate
SCR00194,BioProject,PRJNA988151,Introduction: Nutrition and gut microbiota play a fundamental role in human health and various conditions such as Autism Spectrum Disorder (ASD). Children with ASD may have a restrictive diet due to increased sensory sensitivity or adherence to a glu,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA988151,,Mendive Dubourdieu and Guerendiain 2023,"Understanding the link between gut microbiota, dietary intake, and nutritional status in children with autism and typical development",10.3389/fnut.2023.1202948,37545578,yes,verified,Uruguay,cross_sectional,58,30,28,,primary_asd_control_groups_only,verified_group_counts,58,30,28,stool,stool,stool,16S,16S,Ion GeneStudio S5,yes,shared_biosample_run_resolved,yes,yes,included,standard,SCR00194,participant_runs_shared_biosample,yes,yes,30,28,confirmed_participant_resolved_run_aliases,RC018,"The Frontiers in Nutrition article directly states in its data-availability section that the study data are deposited under BioProject PRJNA988151. The primary article and PubMed abstract consistently report a descriptive cross-sectional cohort of 30 ASD and 28 typically developing children, and these totals align exactly with the 58 public SRA runs currently exposed for the accession. Public repository metadata also confirm a 16S amplicon dataset on Ion Torrent GeneStudio S5 with single-end layout. The public BioProject description currently contains a conflicting longer summary mentioning ASD = 35 and TD = 30, but this was not adopted because it does not match the linked primary article or the public run count. Country was confirmed from the article affiliations and ENA BioSample metadata (Uruguay:Montevideo). Public repository structure remains unusual because all 58 runs are attached to a single BioSample accession (SAMN36008211), so participant-level counts cannot be reconstructed directly from BioSample aliases; nevertheless, the article-level 30/28 counts are strongly supported and were retained. | Use run aliases, not the single BioSample card, for participant-level website navigation.",v1.1-rc1,release_candidate
SCR00202,ENA,SRP681807,Gut and Oral Microbiome Signatures in ASD Sibling Pairs and Their Impact on BBB Integrity,https://www.ebi.ac.uk/ena/browser/view/SRP681807,PRJNA1433220,,,,,no,not_linked,Italy,case_control,8,4,4,,primary_asd_control_groups_only,verified_group_counts,8,4,4,gut;oral,stool; oral_sample,fecal; oral,16S,16S,Illumina MiSeq,yes,participant_resolved_with_multisite_samples,yes,yes,included,standard,SCR00202,primary_with_sra_study_identifier,yes,yes,4,4,confirmed_participant_level_multisite_count,RC035,"Public ENA/SRA metadata for SRP681807 expose 16 runs and 16 BioSamples corresponding to 8 unique human participants sampled at two body sites each. Sample aliases ASDF*/ASDO* and CTRF*/CTRO* indicate four ASD participants and four discordant sibling controls, with F = faeces/gut and O = oral swab. ENA read_run metadata confirm 16S V3-V4 amplicon sequencing on Illumina MiSeq with paired-end layout for all 16 runs. ENA BioSample XML records directly confirm Homo sapiens host, Italy as geographic location, faeces for the F-series samples, and oral swab/oral cavity for the O-series samples. study_design was normalized as case_control because the repository study title and sample structure explicitly describe discordant ASD sibling pairs versus control sibling records. Because this accession intentionally combines faecal and oral samples under one human ASD/control study rather than a single anatomical site, body_site_normalized was harmonized to other to preserve a single-value controlled vocabulary while keeping the literal mixed-site description in body_site_raw/sample_type_raw. No linked publication, DOI, or PMID was visible on the public ENA/SRA pages used here, and the linked BioProject PRJNA1433220 carries the same title without PubMed linkage, so this row is treated as a repository-only mixed-site human microbiome study rather than a paper-verified publication row. | Count eight participants once and change body site from other to gut;oral.",v1.1-rc1,release_candidate
SCR00204,Qiita,13631,Altered gut microbial profile is associated with abnormal metabolism activity of Autism Spectrum Disorder,https://qiita.ucsd.edu/study/description/13631,PRJNA453621,Dan et al. 2020,Altered gut microbial profile is associated with abnormal metabolism activity of Autism Spectrum Disorder,10.1080/19490976.2020.1747329,32312186,yes,verified,China,case_control,286,143,143,,primary_asd_control_groups_only,verified_group_counts,286,143,143,stool,stool,stool,16S,16S,Illumina HiSeq 2500,yes,participant_resolved,yes,yes,repository_mirror_or_alternate_release,standard,SCR00114,repository_mirror,no,no,0,0,confirmed_from_curated_evidence,,"The public Qiita page for study 13631 is now directly inspectable and confirms the exact article title, a 16S study design, and a cohort description of 143 ASD with age and sex matched controls. The same Qiita page also exposes direct publication links to the Dan et al. 2020 DOI and PMID. This removes the earlier uncertainty about the paper-level mapping. The linkage to PRJNA453621 remains appropriate because the article contains both a large 16S fecal cohort and a separate 30 ASD plus 30 TD shotgun subset; the 143 plus 143 Qiita study clearly corresponds to the 16S branch rather than the shotgun subset PRJNA451479. Public RunInfo for PRJNA453621 confirms 286 records on Illumina HiSeq 2500 with single-end layout and library strategy OTHER, consistent with the already curated 16S accession row. | Retain as an alternate discovery/access record.",v1.1-rc1,release_candidate
SCR00205,Qiita,13652,Gut Bacteria Shared by Children and Their Mothers Associate with Developmental Level and Social Deficits in Autism Spectrum Disorder,https://qiita.ucsd.edu/study/description/13652,PRJNA644763,Chen et al. 2020,Gut Bacteria Shared by Children and Their Mothers Associate with Developmental Level and Social Deficits in Autism Spectrum Disorder,10.1128/mSphere.01044-20,33268567,yes,verified,China,case_control,246,76,47,123,primary_asd_control_groups_only,verified_group_counts,246,76,47,stool,stool,stool,16S,16S,Illumina MiSeq,yes,participant_resolved,yes,yes,repository_mirror_or_alternate_release,standard,SCR00143,repository_mirror,no,no,0,0,confirmed_from_curated_evidence,,"The PubMed record for PMID 33268567 directly exposes a dataset-resource link to qiita_13652, providing a public article-level linkage between this Qiita study ID and Chen et al. 2020 even though the public Qiita study page itself was not inspectable in this session. The primary mSphere article reports 76 ASD children and 47 typically developing children together with the mothers of both groups, for 246 total fecal participants/samples in the paired mother-child design; n_other was used for the 123 mothers. The same full text explicitly states that the 16S rRNA V3-V4 amplicon sequencing data are deposited under PRJNA644763, while companion BioProject PRJNA644730 carries the same cohort description without public sequence data. Therefore this Qiita record was anchored to the raw-data accession PRJNA644763, with country, body site, assay, and platform taken from the primary article and linked repository context. | Retain as an alternate discovery/access record.",v1.1-rc1,release_candidate
SCR00206,Qiita,13695,Gut Microbial Dysbiosis in Indian Children with Autism Spectrum Disorders,https://qiita.ucsd.edu/study/description/13695,PRJNA355023,Pulikkan et al. 2018,Gut Microbial Dysbiosis in Indian Children with Autism Spectrum Disorders,10.1007/s00248-018-1176-2,29564487,yes,verified,India,case_control,54,30,24,,primary_asd_control_groups_only,verified_group_counts,54,30,24,stool,stool,stool,16S,16S,NextSeq 500,yes,participant_resolved,yes,yes,repository_mirror_or_alternate_release,standard,SCR00106,repository_mirror,no,no,0,0,confirmed_from_curated_evidence,,"The PubMed record for PMID 29564487 directly exposes a dataset-resource link to qiita_13695, creating a public article-level linkage between this Qiita study ID and the Pulikkan et al. 2018 paper even though the public Qiita study page itself was not inspectable in this session. Participant counts, country, study design, stool body site, 16S assay, and sequencing platform were aligned to the already verified raw-sequence accession PRJNA355023, whose BioProject metadata describe the same Indian ASD gut dysbiosis cohort and whose public run metadata confirm Illumina NextSeq 500 amplicon sequencing. No PMCID was added because it was not available in the verified PubMed metadata used here. | Retain as a discovery/access mirror on the website.",v1.1-rc1,release_candidate
