"screening_id","source_db","query_id","accession","title","url","search_date","decision","exclusion_reason","notes","screened_by","screening_round"
"SCR00209","ena","ENA_Q1","PRJEB81553","Project 3 5XFAD Aim 1-Alzheimers Gut Microbiome Project","https://www.ebi.ac.uk/ena/browser/view/PRJEB81553","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB81553 first seen in bioproject (screening_id=SCR00035)","screening_agent","1"
"SCR00210","ena","ENA_Q1","PRJEB81554","Project 3 3XTG Aim 1-Alzheimers Gut Microbiome Project","https://www.ebi.ac.uk/ena/browser/view/PRJEB81554","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJEB81554 first seen in bioproject (screening_id=SCR00034)","screening_agent","1"
"SCR00211","ena","ENA_Q1","PRJDB10011","Gut microbiota of 14 mice","https://www.ebi.ac.uk/ena/browser/view/PRJDB10011","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJDB10011 first seen in bioproject (screening_id=SCR00090)","screening_agent","1"
"SCR00212","ena","ENA_Q1","PRJDB15271","The Gut Microbiota Regulates Autism-like Behavior by Mediating Synaptic Loss and Microbiota-Derived Metabolite in CLC4 KO mice","https://www.ebi.ac.uk/ena/browser/view/PRJDB15271","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJDB15271 first seen in bioproject (screening_id=SCR00030)","screening_agent","1"
"SCR00213","ena","ENA_Q1","PRJDB36519","The Mechanistic Study of Exercise Amelioration of Autism through Vagus Nerve-Mediated Gut-Brain Axis Pathway","https://www.ebi.ac.uk/ena/browser/view/PRJDB36519","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJDB36519 first seen in bioproject (screening_id=SCR00012)","screening_agent","1"
"SCR00214","ena","ENA_Q1","PRJDB38329","Construction and Applications of Synthetic Gut Microbiota","https://www.ebi.ac.uk/ena/browser/view/PRJDB38329","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJDB38329 first seen in bioproject (screening_id=SCR00007)","screening_agent","1"
"SCR00215","ena","ENA_Q1","PRJDB37625","Isolation and genetic analysis of a gut bacterial strain with high GABA production capacity","https://www.ebi.ac.uk/ena/browser/view/PRJDB37625","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJDB37625 first seen in bioproject (screening_id=SCR00013)","screening_agent","1"
"SCR00216","ena","ENA_Q1","PRJNA168470","Human Intestinal Microbial Ecology and its Relationship to Autism","https://www.ebi.ac.uk/ena/browser/view/PRJNA168470","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA168470 first seen in bioproject (screening_id=SCR00173)","screening_agent","1"
"SCR00217","ena","ENA_Q1","PRJNA243592","Gut microbiome metabolites alter genomic networks in PC12 cells relevant to autism spectrum disorders","https://www.ebi.ac.uk/ena/browser/view/PRJNA243592","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA243592 first seen in bioproject (screening_id=SCR00171)","screening_agent","1"
"SCR00218","ena","ENA_Q1","PRJNA355023","Gut microbial dysbiosis in Indian children with Autistic spectrum disorders","https://www.ebi.ac.uk/ena/browser/view/PRJNA355023","2026-04-02","include","","","screening_agent","1"
"SCR00219","ena","ENA_Q1","PRJNA355083","Gut microbiota signature in RETT syndrome","https://www.ebi.ac.uk/ena/browser/view/PRJNA355083","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA355083 first seen in bioproject (screening_id=SCR00165)","screening_agent","1"
"SCR00220","ena","ENA_Q1","PRJNA362482","gut metagenome Metagenome","https://www.ebi.ac.uk/ena/browser/view/PRJNA362482","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA362482 first seen in bioproject (screening_id=SCR00164)","screening_agent","1"
"SCR00221","ena","ENA_Q1","PRJNA362687","Oral microbial changes in ASD children","https://www.ebi.ac.uk/ena/browser/view/PRJNA362687","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA362687 first seen in bioproject (screening_id=SCR00163)","screening_agent","1"
"SCR00222","ena","ENA_Q1","PRJNA431279","Mouse colon contents, colonized with human fecal samples (TD or ASD) Raw sequence reads","https://www.ebi.ac.uk/ena/browser/view/PRJNA431279","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA431279 first seen in bioproject (screening_id=SCR00158)","screening_agent","1"
"SCR00223","ena","ENA_Q1","PRJNA432094","Gut Microbiota from Human Autism Spectrum Disorder Induces Behavioral Deficits in Mice","https://www.ebi.ac.uk/ena/browser/view/PRJNA432094","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA432094 first seen in bioproject (screening_id=SCR00157)","screening_agent","1"
"SCR00224","ena","ENA_Q1","PRJNA436440","Metagenome Analysis of Human Gut Microbiome and its Prospective Influence in Autism","https://www.ebi.ac.uk/ena/browser/view/PRJNA436440","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA436440 first seen in bioproject (screening_id=SCR00156)","screening_agent","1"
"SCR00225","ena","ENA_Q1","PRJNA451479","Metagenomic sequencing of gut microbiota associated with autism spectrum disorders patients","https://www.ebi.ac.uk/ena/browser/view/PRJNA451479","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA451479 first seen in bioproject (screening_id=SCR00154)","screening_agent","1"
"SCR00226","ena","ENA_Q1","PRJNA453621","Gut microbiota analysis associated with autism spectrum disorders [16S rRNA]","https://www.ebi.ac.uk/ena/browser/view/PRJNA453621","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA453621 first seen in bioproject (screening_id=SCR00153)","screening_agent","1"
"SCR00227","ena","ENA_Q1","PRJNA453840","Metagenomic sequencing and 16S rRNA sequence of gut microbiota associated with autism spectrum disorders patients","https://www.ebi.ac.uk/ena/browser/view/PRJNA453840","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA453840 first seen in bioproject (screening_id=SCR00152)","screening_agent","1"
"SCR00228","ena","ENA_Q1","PRJNA516054","Whole metagenomic analysis of the enteric microbiota in children with autism spectrum disorder","https://www.ebi.ac.uk/ena/browser/view/PRJNA516054","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA516054 first seen in bioproject (screening_id=SCR00147)","screening_agent","1"
"SCR00229","ena","ENA_Q1","PRJNA518760","microbial diversity in the saliva of ASD children- part II","https://www.ebi.ac.uk/ena/browser/view/PRJNA518760","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA518760 first seen in bioproject (screening_id=SCR00145)","screening_agent","1"
"SCR00230","ena","ENA_Q1","PRJNA529463","Microbiome analysis of probiotic treatment in MIA ferrets","https://www.ebi.ac.uk/ena/browser/view/PRJNA529463","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA529463 first seen in bioproject (screening_id=SCR00144)","screening_agent","1"
"SCR00231","ena","ENA_Q1","PRJNA529598","Microbiota Transfer Therapy alters gut ecosystem and improves gastrointestinal and autism symptoms","https://www.ebi.ac.uk/ena/browser/view/PRJNA529598","2026-04-02","include","","MTT open-label FMT study in 18 ASD children; pre/post microbiome comparison with long-term follow-up","screening_agent","1"
"SCR00232","ena","ENA_Q1","PRJNA530620","Autistic Symptoms and Gut Microbiota between Two Subgroups of ASD Children Based on gamma-delta T cells-derived IFN-gamma levels","https://www.ebi.ac.uk/ena/browser/view/PRJNA530620","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA530620 first seen in bioproject (screening_id=SCR00142)","screening_agent","1"
"SCR00233","ena","ENA_Q1","PRJNA559058","The oral microbiome of ASD mother-child pairs and healthy mother-child pairs","https://www.ebi.ac.uk/ena/browser/view/PRJNA559058","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA559058 first seen in bioproject (screening_id=SCR00139)","screening_agent","1"
"SCR00234","ena","ENA_Q1","PRJNA589343","The gut microbiota changes in Chinese children with autism spectrum disorders","https://www.ebi.ac.uk/ena/browser/view/PRJNA589343","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA589343 first seen in bioproject (screening_id=SCR00133)","screening_agent","1"
"SCR00235","ena","ENA_Q1","PRJNA592843","Therapeutic effects of the in vitro cultured human gut microbiota as transplants on altering gut microbiota and improving symptoms associated with autism spectrum disorder","https://www.ebi.ac.uk/ena/browser/view/PRJNA592843","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA592843 first seen in bioproject (screening_id=SCR00132)","screening_agent","1"
"SCR00236","ena","ENA_Q1","PRJNA599249","Gut microbiota of ASD children","https://www.ebi.ac.uk/ena/browser/view/PRJNA599249","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA599249 first seen in bioproject (screening_id=SCR00129)","screening_agent","1"
"SCR00237","ena","ENA_Q1","PRJNA615774","gut microbiota in children with autism spectrum disorder accompanied with sleep disorder","https://www.ebi.ac.uk/ena/browser/view/PRJNA615774","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA615774 first seen in bioproject (screening_id=SCR00126)","screening_agent","1"
"SCR00238","ena","ENA_Q1","PRJNA624252","16S rRNA gene sequence of autism spectrum disorder children","https://www.ebi.ac.uk/ena/browser/view/PRJNA624252","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA624252 first seen in bioproject (screening_id=SCR00125)","screening_agent","1"
"SCR00239","ena","ENA_Q1","PRJNA639900","Fungi, Friend or Foe? A Mycobiome Evaluation in Children with Autism and Gastrointestinal Symptoms","https://www.ebi.ac.uk/ena/browser/view/PRJNA639900","2026-04-02","include","","Round 2: Confirmed 20 ASD+GI, 10 ASD-GI, 20 TD via Alookaran 2022; ITS; gut","screening_agent","2"
"SCR00240","ena","ENA_Q1","PRJNA642975","16s rRNA amplicon sequencing of fecal samples from Chinese children with autism spectrum disorder","https://www.ebi.ac.uk/ena/browser/view/PRJNA642975","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA642975 first seen in bioproject (screening_id=SCR00124)","screening_agent","1"
"SCR00241","ena","ENA_Q1","PRJNA644730","human gut metagenome Raw sequence reads","https://www.ebi.ac.uk/ena/browser/view/PRJNA644730","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA644730 first seen in bioproject (screening_id=SCR00123)","screening_agent","1"
"SCR00242","ena","ENA_Q1","PRJNA644763","Study on the gut microbiota in autism children and their mothers","https://www.ebi.ac.uk/ena/browser/view/PRJNA644763","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA644763 first seen in bioproject (screening_id=SCR00122)","screening_agent","1"
"SCR00243","ena","ENA_Q1","PRJNA675093","Fecal microbiome of children with autism spectrum disorder following probiotic and oxytocin supplementation","https://www.ebi.ac.uk/ena/browser/view/PRJNA675093","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA675093 first seen in bioproject (screening_id=SCR00119)","screening_agent","1"
"SCR00244","ena","ENA_Q1","PRJNA687773","Fecal microbiome of children with autism spectrum disorder, their mothers, and healthy children","https://www.ebi.ac.uk/ena/browser/view/PRJNA687773","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA687773 first seen in bioproject (screening_id=SCR00117)","screening_agent","1"
"SCR00245","ena","ENA_Q1","PRJNA691555","Tongue microbiome associated with autism","https://www.ebi.ac.uk/ena/browser/view/PRJNA691555","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA691555 first seen in bioproject (screening_id=SCR00116)","screening_agent","1"
"SCR00246","ena","ENA_Q1","PRJNA701402","Children with Attention-Deficit Hyperactivity Disorder or Autism spectrum disorder have distinct and shared microbiota compositions","https://www.ebi.ac.uk/ena/browser/view/PRJNA701402","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA701402 first seen in bioproject (screening_id=SCR00114)","screening_agent","1"
"SCR00247","ena","ENA_Q1","PRJNA708345","Autism-Associated Variant in the SLC6A3 Gene Alters the Oral Microbiome and Metabolism in a Murine Model","https://www.ebi.ac.uk/ena/browser/view/PRJNA708345","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA708345 first seen in bioproject (screening_id=SCR00113)","screening_agent","1"
"SCR00248","ena","ENA_Q1","PRJNA713927","Altered gut microbiome and autism-like behavior are associated with parental high salt diet in male mice","https://www.ebi.ac.uk/ena/browser/view/PRJNA713927","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA713927 first seen in bioproject (screening_id=SCR00112)","screening_agent","1"
"SCR00249","ena","ENA_Q1","PRJNA715668","human gut metagenome Targeted Locus (Loci)","https://www.ebi.ac.uk/ena/browser/view/PRJNA715668","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA715668 first seen in bioproject (screening_id=SCR00111)","screening_agent","1"
"SCR00250","ena","ENA_Q1","PRJNA724745","16SrRNA from gut-microbiota of a mouse orally exposed to p-Cresol through drinkwater","https://www.ebi.ac.uk/ena/browser/view/PRJNA724745","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA724745 first seen in bioproject (screening_id=SCR00110)","screening_agent","1"
"SCR00251","ena","ENA_Q1","PRJNA739812","mouse gut metagenome Metagenome","https://www.ebi.ac.uk/ena/browser/view/PRJNA739812","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA739812 first seen in bioproject (screening_id=SCR00109)","screening_agent","1"
"SCR00252","ena","ENA_Q1","PRJNA744027","China ASD Children gut microbiota 16S sequencing","https://www.ebi.ac.uk/ena/browser/view/PRJNA744027","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA744027 first seen in bioproject (screening_id=SCR00108)","screening_agent","1"
"SCR00253","ena","ENA_Q1","PRJNA746094","Multi-omics signature of Autism Spectral Disorder reveals novel microbial macromolecules","https://www.ebi.ac.uk/ena/browser/view/PRJNA746094","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA746094 first seen in bioproject (screening_id=SCR00107)","screening_agent","1"
"SCR00254","ena","ENA_Q1","PRJNA746736","16S rRNA gene sequence analysis of mice","https://www.ebi.ac.uk/ena/browser/view/PRJNA746736","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA746736 first seen in bioproject (screening_id=SCR00106)","screening_agent","1"
"SCR00255","ena","ENA_Q1","PRJNA747052","Microbial community sequencing and host transcripts sequencing in the Shank3 mouse model of autism spectrum disorder","https://www.ebi.ac.uk/ena/browser/view/PRJNA747052","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA747052 first seen in bioproject (screening_id=SCR00105)","screening_agent","1"
"SCR00256","ena","ENA_Q1","PRJNA754695","Gut microbiota profile in Autism Spectrum Disorders patients","https://www.ebi.ac.uk/ena/browser/view/PRJNA754695","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA754695 first seen in bioproject (screening_id=SCR00104)","screening_agent","1"
"SCR00257","ena","ENA_Q1","PRJNA758217","the effect and mechanism of fecal bacteria transplantation on Autistic Spectrum Disorder","https://www.ebi.ac.uk/ena/browser/view/PRJNA758217","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA758217 first seen in bioproject (screening_id=SCR00103)","screening_agent","1"
"SCR00258","ena","ENA_Q1","PRJNA764443","Shotgun metagenomic sequencing in the Shank3 mouse model of autism spectrum disorder","https://www.ebi.ac.uk/ena/browser/view/PRJNA764443","2026-04-02","exclude","non_human","Animal model study based on title/description","screening_agent","1"
"SCR00259","ena","ENA_Q1","PRJNA769228","Gut microbial profile is associated with the severity of social impairment and IQ performance in children with autism spectrum disorders","https://www.ebi.ac.uk/ena/browser/view/PRJNA769228","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA769228 first seen in bioproject (screening_id=SCR00100)","screening_agent","1"
"SCR00260","ena","ENA_Q1","PRJNA782533","Metagenomic study of the gut microbiome associated with autism spectrum disorders and their potential change after Microbiota Transfer Therapy","https://www.ebi.ac.uk/ena/browser/view/PRJNA782533","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA782533 first seen in bioproject (screening_id=SCR00099)","screening_agent","1"
"SCR00261","ena","ENA_Q1","PRJNA786259","Homo sapiens Raw sequence reads","https://www.ebi.ac.uk/ena/browser/view/PRJNA786259","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA786259 first seen in bioproject (screening_id=SCR00098)","screening_agent","1"
"SCR00262","ena","ENA_Q1","PRJNA789567","Faecal microbial transfer in the Shank3B mouse model of autism spectrum disorder","https://www.ebi.ac.uk/ena/browser/view/PRJNA789567","2026-04-02","exclude","non_human","Animal model study based on title/description","screening_agent","1"
"SCR00263","ena","ENA_Q1","PRJNA801712","The role of probiotics in children with autism spectrum disorders","https://www.ebi.ac.uk/ena/browser/view/PRJNA801712","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA801712 first seen in bioproject (screening_id=SCR00097)","screening_agent","1"
"SCR00264","ena","ENA_Q1","PRJNA813424","microbiome, mycobiome and sncRNAs of children with autism spectrum disorders","https://www.ebi.ac.uk/ena/browser/view/PRJNA813424","2026-04-02","exclude","duplicate_dataset","Related/derived from PRJNA814201, already screened (screening_id=SCR00095)","screening_agent","1"
"SCR00265","ena","ENA_Q1","PRJNA814201","Analysis of small ncRNAs in stool samples from ASD patients","https://www.ebi.ac.uk/ena/browser/view/PRJNA814201","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA814201 first seen in bioproject (screening_id=SCR00095)","screening_agent","1"
"SCR00266","ena","ENA_Q1","PRJNA815491","A preliminary investigation on the relationship between gut microbiota and gene expressions in peripheral mononuclear cells of infants with autism spectrum disorders","https://www.ebi.ac.uk/ena/browser/view/PRJNA815491","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA815491 first seen in bioproject (screening_id=SCR00094)","screening_agent","1"
"SCR00267","ena","ENA_Q1","PRJNA837206","Melatonin and autism","https://www.ebi.ac.uk/ena/browser/view/PRJNA837206","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA837206 first seen in bioproject (screening_id=SCR00092)","screening_agent","1"
"SCR00268","ena","ENA_Q1","PRJNA842719","16S rRNA-seq of gut microbiota from fetal alcohol spectrum disorders (FASD) mice","https://www.ebi.ac.uk/ena/browser/view/PRJNA842719","2026-04-02","exclude","non_human","Animal model study based on title/description","screening_agent","1"
"SCR00269","ena","ENA_Q1","PRJNA845014","gut microbiota in autism Raw sequence reads","https://www.ebi.ac.uk/ena/browser/view/PRJNA845014","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA845014 first seen in bioproject (screening_id=SCR00089)","screening_agent","1"
"SCR00270","ena","ENA_Q1","PRJNA854167","Impact of OMEGA-3 nutrition on stool microbiome of autistic mice","https://www.ebi.ac.uk/ena/browser/view/PRJNA854167","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA854167 first seen in bioproject (screening_id=SCR00088)","screening_agent","1"
"SCR00271","ena","ENA_Q1","PRJNA857187","Microbiota-Indole 3-Propionic Acid-Brain Axis Mediates Abnormal Synaptic Pruning of Hippocampal Microglia and Susceptibility to ASD in IUGR Offsprings","https://www.ebi.ac.uk/ena/browser/view/PRJNA857187","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA857187 first seen in bioproject (screening_id=SCR00087)","screening_agent","1"
"SCR00272","ena","ENA_Q1","PRJNA910918","ASD patients gut metagenome 1st set of sample Metagenome","https://www.ebi.ac.uk/ena/browser/view/PRJNA910918","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA910918 first seen in bioproject (screening_id=SCR00084)","screening_agent","1"
"SCR00273","ena","ENA_Q1","PRJNA915328","Human Gut Microbiota from Autism Change the behavior of honeybees","https://www.ebi.ac.uk/ena/browser/view/PRJNA915328","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA915328 first seen in bioproject (screening_id=SCR00083)","screening_agent","1"
"SCR00274","ena","ENA_Q1","PRJNA917543","Analysis of gut microbiota profiles and their associations in children with autism spectrum disorders in Bangladesh","https://www.ebi.ac.uk/ena/browser/view/PRJNA917543","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA917543 first seen in bioproject (screening_id=SCR00082)","screening_agent","1"
"SCR00275","ena","ENA_Q1","PRJNA928241","Gut microbiome of autism spectrum disorder's patients in Thailand","https://www.ebi.ac.uk/ena/browser/view/PRJNA928241","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA928241 first seen in bioproject (screening_id=SCR00079)","screening_agent","1"
"SCR00276","ena","ENA_Q1","PRJNA932561","autistic children Raw sequence reads","https://www.ebi.ac.uk/ena/browser/view/PRJNA932561","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA932561 first seen in bioproject (screening_id=SCR00078)","screening_agent","1"
"SCR00277","ena","ENA_Q1","PRJNA938142","Acetate supplementation rescues social deficits and alters transcriptional regulation in prefrontal cortex of Shank3 deficient mice","https://www.ebi.ac.uk/ena/browser/view/PRJNA938142","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA938142 first seen in bioproject (screening_id=SCR00077)","screening_agent","1"
"SCR00278","ena","ENA_Q1","PRJNA941891","16S amplicon data for pediatric ASD patients receiving probiotic intervention with VISBIOME","https://www.ebi.ac.uk/ena/browser/view/PRJNA941891","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA941891 first seen in bioproject (screening_id=SCR00075)","screening_agent","1"
"SCR00279","ena","ENA_Q1","PRJNA943687","Faecal metagenome of children with autism spectrum disorder and children that are neurotypical","https://www.ebi.ac.uk/ena/browser/view/PRJNA943687","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA943687 first seen in bioproject (screening_id=SCR00074)","screening_agent","1"
"SCR00280","ena","ENA_Q1","PRJNA952791","Microbiota of ASD and neurotypical human and humanized-mouse fecal samples","https://www.ebi.ac.uk/ena/browser/view/PRJNA952791","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA952791 first seen in bioproject (screening_id=SCR00073)","screening_agent","1"
"SCR00281","ena","ENA_Q1","PRJNA953169","Gut microbiota and metabolomics in child with autism spectrum disorder","https://www.ebi.ac.uk/ena/browser/view/PRJNA953169","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA953169 first seen in bioproject (screening_id=SCR00072)","screening_agent","1"
"SCR00282","ena","ENA_Q1","PRJNA972634","Human feces Raw sequence reads","https://www.ebi.ac.uk/ena/browser/view/PRJNA972634","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA972634 first seen in bioproject (screening_id=SCR00069)","screening_agent","1"
"SCR00283","ena","ENA_Q1","PRJNA988151","Nutrition and gut microbiota in Autism Spectrum Disorder children","https://www.ebi.ac.uk/ena/browser/view/PRJNA988151","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA988151 first seen in bioproject (screening_id=SCR00067)","screening_agent","1"
"SCR00284","ena","ENA_Q1","PRJNA1018541","Therapeutic efficacy of Sulforaphane in autism spectrum disorders and its association with gut microbiota","https://www.ebi.ac.uk/ena/browser/view/PRJNA1018541","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA1018541 first seen in bioproject (screening_id=SCR00063)","screening_agent","1"
"SCR00285","ena","ENA_Q1","PRJNA1018910","Therapeutic efficacy of Sulforaphane in autism spectrum disorders and its association with gut microbiota","https://www.ebi.ac.uk/ena/browser/view/PRJNA1018910","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA1018910 first seen in bioproject (screening_id=SCR00062)","screening_agent","1"
"SCR00286","ena","ENA_Q1","PRJNA1037036","human stool sample","https://www.ebi.ac.uk/ena/browser/view/PRJNA1037036","2026-04-02","include","","Metagenomics data for pediatric ASD and neurotypical children","screening_agent","1"
"SCR00287","ena","ENA_Q1","PRJNA1038701","Gut-brain axis: role of the gut microbiota in the effects induced by cocaine","https://www.ebi.ac.uk/ena/browser/view/PRJNA1038701","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA1038701 first seen in bioproject (screening_id=SCR00059)","screening_agent","1"
"SCR00288","ena","ENA_Q1","PRJNA1046003","Microbiome AI decision-making: Autism Spectrum Disorder in children from Bosnia and Herzegovina","https://www.ebi.ac.uk/ena/browser/view/PRJNA1046003","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA1046003 first seen in bioproject (screening_id=SCR00058)","screening_agent","1"
"SCR00289","ena","ENA_Q1","PRJNA1047541","Gut microbiota of children with ASD","https://www.ebi.ac.uk/ena/browser/view/PRJNA1047541","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA1047541 first seen in bioproject (screening_id=SCR00055)","screening_agent","1"
"SCR00290","ena","ENA_Q1","PRJNA1057995","Analysis of the gut virome in children with autism","https://www.ebi.ac.uk/ena/browser/view/PRJNA1057995","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA1057995 first seen in bioproject (screening_id=SCR00053)","screening_agent","1"
"SCR00291","ena","ENA_Q1","PRJNA1080644","gut metagenome from mouse feces Raw sequence reads","https://www.ebi.ac.uk/ena/browser/view/PRJNA1080644","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA1080644 first seen in bioproject (screening_id=SCR00051)","screening_agent","1"
"SCR00292","ena","ENA_Q1","PRJNA1083497","Supplier-origin microbiome affect host behavior and growth of an autism mouse model","https://www.ebi.ac.uk/ena/browser/view/PRJNA1083497","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA1083497 first seen in bioproject (screening_id=SCR00050)","screening_agent","1"
"SCR00293","ena","ENA_Q1","PRJNA1085546","stool sample from ASD children gut Raw sequence reads","https://www.ebi.ac.uk/ena/browser/view/PRJNA1085546","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA1085546 first seen in bioproject (screening_id=SCR00049)","screening_agent","1"
"SCR00294","ena","ENA_Q1","PRJNA1088255","Mapping the Geographical Distribution of the Mucosa-Associated Gut Microbiome in GI-Symptomatic Children with Autism","https://www.ebi.ac.uk/ena/browser/view/PRJNA1088255","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA1088255 first seen in bioproject (screening_id=SCR00048)","screening_agent","1"
"SCR00295","ena","ENA_Q1","PRJNA1090096","ASD and Microbiota","https://www.ebi.ac.uk/ena/browser/view/PRJNA1090096","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA1090096 first seen in bioproject (screening_id=SCR00047)","screening_agent","1"
"SCR00296","ena","ENA_Q1","PRJNA1103334","Integrated analysis of metabolome and microbiome in a mouse model of sodium valproate-induced autism","https://www.ebi.ac.uk/ena/browser/view/PRJNA1103334","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA1103334 first seen in bioproject (screening_id=SCR00046)","screening_agent","1"
"SCR00297","ena","ENA_Q1","PRJNA1103839","Gut microbiota Autism spectrum disorder and neurotypical children","https://www.ebi.ac.uk/ena/browser/view/PRJNA1103839","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA1103839 first seen in bioproject (screening_id=SCR00045)","screening_agent","1"
"SCR00298","ena","ENA_Q1","PRJNA1110582","study of microbial diversity in gut","https://www.ebi.ac.uk/ena/browser/view/PRJNA1110582","2026-04-02","exclude","not_asd","Generic 'study of microbial diversity in gut'; no explicit ASD phenotype in available metadata","screening_agent","1"
"SCR00299","ena","ENA_Q1","PRJNA1112427","Effects of low FODMAP diet and probiotics on behavioral problems and gut microbiota in children with autism spectrum disorder","https://www.ebi.ac.uk/ena/browser/view/PRJNA1112427","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA1112427 first seen in bioproject (screening_id=SCR00044)","screening_agent","1"
"SCR00300","ena","ENA_Q1","PRJNA1116522","Changes in tongue-coating microbiota and its predictive role in treatment outcomes following washed microbiota transplantation in children with autism","https://www.ebi.ac.uk/ena/browser/view/PRJNA1116522","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA1116522 first seen in bioproject (screening_id=SCR00043)","screening_agent","1"
"SCR00301","ena","ENA_Q1","PRJNA1121380","Colombian Children gut microbiota","https://www.ebi.ac.uk/ena/browser/view/PRJNA1121380","2026-04-02","exclude","duplicate_dataset","Duplicate of PRJNA1121380 first seen in bioproject (screening_id=SCR00042)","screening_agent","1"
